Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
3088,Azithromycin-2230,250 mg,Stomach acid reduction,Alternate brand,Yes,1 tablet twice daily after meals
3089,Amlodipine-986,500 mg,Infection treatment,Equivalent composition,Yes,1 tablet twice daily after meals
3090,Cetirizine-320,250 mg,Inflammation reduction,Alternative formulation,No,Take after food once daily
3091,Amlodipine-564,1000 mg,Stomach acid reduction,Generic substitute,No,1 tablet twice daily after meals
3092,Paracetamol-901,500 mg,Fever control,Same API different brand,Yes,1 tablet twice daily after meals
3093,Ibuprofen-1724,650 mg,Infection treatment,Same API different brand,No,Use as directed by physician
3094,Pantoprazole-397,750 mg,Antibiotic,Same API different brand,No,Take after food once daily
3095,Ciprofloxacin-689,650 mg,Anxiety relief,Generic substitute,Yes,1 tablet twice daily after meals
3096,Paracetamol-448,750 mg,Cold and allergy,Same API different brand,No,Half tablet in morning and night
3097,Azithromycin-917,100 mg,Blood pressure control,Same API different brand,No,Half tablet in morning and night
3098,Hydroxyzine-401,250 mg,Heartburn treatment,Same API different brand,Yes,1 capsule daily before breakfast
3099,Amlodipine-743,750 mg,Pain relief,Generic substitute,No,Take after food once daily
3100,Paracetamol-680,650 mg,Stomach acid reduction,Alternative formulation,Yes,1 tablet thrice daily
3101,Metformin-640,100 mg,Antibiotic,Over-the-counter option,Yes,Use as directed by physician
3102,Atorvastatin-646,100 mg,Cold and allergy,Same API different brand,Yes,Half tablet in morning and night
3103,Furosemide-265,250 mg,Pain relief,Alternative formulation,Yes,Half tablet in morning and night
3104,Diclofenac-373,100 mg,Heartburn treatment,Over-the-counter option,No,1 tablet twice daily after meals
3105,Amlodipine-101,250 mg,Antibiotic,Same API different brand,Yes,1 capsule daily before breakfast
3106,Paracetamol-900,650 mg,Stomach acid reduction,Alternate brand,Yes,Use as directed by physician
3107,Furosemide-8006,1000 mg,Stomach acid reduction,Same API different brand,No,Use as directed by physician
3108,Clopidogrel-324,650 mg,Diabetes control,Alternate brand,No,1 capsule daily before breakfast
3109,Paracetamol-340,650 mg,Cholesterol management,Alternative formulation,No,1 tablet thrice daily
3110,Atorvastatin-788,650 mg,Antibiotic,Generic substitute,Yes,Take after food once daily
3111,Amoxicillin-315,750 mg,Anxiety relief,Alternate brand,No,Half tablet in morning and night
3112,Losartan-998,250 mg,Inflammation reduction,Over-the-counter option,No,1 tablet thrice daily
3113,Diclofenac-849,500 mg,Stomach acid reduction,Alternate brand,No,1 capsule daily before breakfast
3114,Amoxicillin-693,650 mg,Infection treatment,Same API different brand,No,Half tablet in morning and night
3115,Ciprofloxacin-811,100 mg,Fever control,Same API different brand,Yes,Half tablet in morning and night
3116,Azithromycin-554,1000 mg,Cold and allergy,Same API different brand,Yes,Half tablet in morning and night
3117,Metoprolol-872,1000 mg,Inflammation reduction,Generic substitute,Yes,1 capsule daily before breakfast
3118,Furosemide-241,1000 mg,Blood pressure control,Alternative formulation,Yes,1 tablet thrice daily
3119,Omeprazole-160,1000 mg,Stomach acid reduction,Generic substitute,Yes,1 tablet twice daily after meals
3120,Pantoprazole-452,1000 mg,Blood pressure control,Alternative formulation,Yes,Take after food once daily
3121,Omeprazole-562,500 mg,Infection treatment,Alternate brand,No,1 tablet thrice daily
3122,Ciprofloxacin-224,500 mg,Blood pressure control,Alternative formulation,No,Half tablet in morning and night
3123,Ibuprofen-243,650 mg,Antibiotic,Alternative formulation,No,Take after food once daily
3124,Metoprolol-999,650 mg,Diabetes control,Generic substitute,Yes,Take after food once daily
3125,Cetirizine-868,100 mg,Infection treatment,Same API different brand,Yes,Half tablet in morning and night
3126,Amlodipine-2278,250 mg,Cold and allergy,Same API different brand,Yes,1 capsule daily before breakfast
3127,Ranitidine-545,750 mg,Antibiotic,Over-the-counter option,No,Take after food once daily
3128,Metformin-496,1000 mg,Inflammation reduction,Over-the-counter option,No,1 tablet twice daily after meals
3129,Paracetamol-953,650 mg,Infection treatment,Equivalent composition,No,Half tablet in morning and night
3130,Paracetamol-805,750 mg,Stomach acid reduction,Equivalent composition,No,Take after food once daily
3131,Amoxicillin-167,500 mg,Infection treatment,Alternative formulation,Yes,1 capsule daily before breakfast
3132,Diclofenac-770,1000 mg,Inflammation reduction,Alternate brand,Yes,Half tablet in morning and night
3133,Losartan-692,100 mg,Fever control,Over-the-counter option,No,Use as directed by physician
3134,Ranitidine-9914,750 mg,Heartburn treatment,Alternative formulation,Yes,Take after food once daily
3135,Atorvastatin-664,100 mg,Heartburn treatment,Alternate brand,No,Take after food once daily
3136,Metformin-367,100 mg,Heartburn treatment,Alternative formulation,No,1 tablet twice daily after meals
3137,Ibuprofen-597,750 mg,Cold and allergy,Alternate brand,Yes,Take after food once daily
3138,Cetirizine-5830,500 mg,Inflammation reduction,Alternate brand,Yes,Half tablet in morning and night
3139,Omeprazole-3206,250 mg,Anxiety relief,Equivalent composition,No,1 capsule daily before breakfast
3140,Levocetirizine-9991,100 mg,Inflammation reduction,Alternative formulation,Yes,1 tablet thrice daily
3141,Azithromycin-342,500 mg,Cold and allergy,Over-the-counter option,No,Use as directed by physician
3142,Furosemide-456,1000 mg,Heartburn treatment,Over-the-counter option,No,Use as directed by physician
3143,Levocetirizine-239,250 mg,Blood pressure control,Alternative formulation,No,Half tablet in morning and night
3144,Pantoprazole-867,750 mg,Pain relief,Generic substitute,Yes,Half tablet in morning and night
3145,Levocetirizine-123,100 mg,Inflammation reduction,Alternative formulation,No,1 capsule daily before breakfast
3146,Metformin-806,250 mg,Fever control,Over-the-counter option,Yes,1 tablet twice daily after meals
3147,Ciprofloxacin-321,250 mg,Anxiety relief,Alternative formulation,Yes,Take after food once daily
3148,Diclofenac-842,650 mg,Diabetes control,Alternate brand,Yes,1 tablet twice daily after meals
3149,Losartan-437,100 mg,Infection treatment,Alternative formulation,No,1 tablet twice daily after meals
3150,Amoxicillin-673,750 mg,Heartburn treatment,Generic substitute,Yes,1 tablet twice daily after meals
3151,Ibuprofen-7827,500 mg,Diabetes control,Generic substitute,No,1 tablet twice daily after meals
3152,Amoxicillin-192,750 mg,Inflammation reduction,Alternative formulation,Yes,1 capsule daily before breakfast
3153,Cetirizine-3500,750 mg,Stomach acid reduction,Alternate brand,Yes,1 capsule daily before breakfast
3154,Metoprolol-219,650 mg,Blood pressure control,Over-the-counter option,No,Take after food once daily
3155,Ranitidine-3313,500 mg,Infection treatment,Generic substitute,Yes,Half tablet in morning and night
3156,Atorvastatin-396,500 mg,Antibiotic,Over-the-counter option,Yes,1 capsule daily before breakfast
3157,Ranitidine-554,100 mg,Anxiety relief,Alternate brand,No,1 capsule daily before breakfast
3158,Ranitidine-398,1000 mg,Blood pressure control,Alternate brand,No,Use as directed by physician
3159,Amlodipine-554,100 mg,Fever control,Alternative formulation,No,1 tablet thrice daily
3160,Diclofenac-9585,650 mg,Fever control,Alternative formulation,Yes,1 tablet twice daily after meals
3161,Furosemide-752,750 mg,Inflammation reduction,Same API different brand,No,1 tablet twice daily after meals
3162,Hydroxyzine-686,500 mg,Heartburn treatment,Same API different brand,No,1 capsule daily before breakfast
3163,Amoxicillin-6136,650 mg,Infection treatment,Alternative formulation,Yes,Use as directed by physician
3164,Diclofenac-816,650 mg,Cold and allergy,Alternative formulation,No,1 capsule daily before breakfast
3165,Furosemide-422,750 mg,Inflammation reduction,Equivalent composition,No,Use as directed by physician
3166,Atorvastatin-989,500 mg,Heartburn treatment,Equivalent composition,Yes,Half tablet in morning and night
3167,Metoprolol-593,750 mg,Fever control,Same API different brand,No,Half tablet in morning and night
3168,Levocetirizine-510,1000 mg,Pain relief,Alternative formulation,No,1 tablet thrice daily
3169,Cetirizine-478,750 mg,Cholesterol management,Equivalent composition,Yes,Half tablet in morning and night
3170,Losartan-4499,750 mg,Heartburn treatment,Generic substitute,No,Use as directed by physician
3171,Amlodipine-437,750 mg,Diabetes control,Alternate brand,Yes,Use as directed by physician
3172,Amoxicillin-606,500 mg,Anxiety relief,Over-the-counter option,No,Half tablet in morning and night
3173,Amoxicillin-749,500 mg,Anxiety relief,Same API different brand,Yes,Use as directed by physician
3174,Pantoprazole-738,100 mg,Heartburn treatment,Over-the-counter option,No,1 tablet thrice daily
3175,Losartan-1448,750 mg,Infection treatment,Same API different brand,No,Use as directed by physician
3176,Ibuprofen-936,650 mg,Anxiety relief,Generic substitute,Yes,Half tablet in morning and night
3177,Levocetirizine-929,100 mg,Infection treatment,Generic substitute,No,1 tablet twice daily after meals
3178,Azithromycin-6286,250 mg,Heartburn treatment,Equivalent composition,Yes,1 tablet twice daily after meals
3179,Ranitidine-421,100 mg,Infection treatment,Alternative formulation,Yes,1 capsule daily before breakfast
3180,Hydroxyzine-636,650 mg,Cold and allergy,Equivalent composition,No,1 tablet twice daily after meals
3181,Ciprofloxacin-4283,650 mg,Diabetes control,Equivalent composition,No,Take after food once daily
3182,Clopidogrel-8181,750 mg,Fever control,Generic substitute,No,Take after food once daily
3183,Metoprolol-754,250 mg,Fever control,Generic substitute,No,1 tablet twice daily after meals
3184,Clopidogrel-1683,100 mg,Anxiety relief,Same API different brand,Yes,Use as directed by physician
3185,Azithromycin-812,500 mg,Cholesterol management,Same API different brand,Yes,1 tablet thrice daily
3186,Metformin-3858,650 mg,Cholesterol management,Alternative formulation,No,1 tablet twice daily after meals
3187,Clopidogrel-739,750 mg,Diabetes control,Equivalent composition,No,1 tablet thrice daily
3188,Levocetirizine-651,1000 mg,Heartburn treatment,Over-the-counter option,Yes,1 capsule daily before breakfast
3189,Azithromycin-136,1000 mg,Inflammation reduction,Same API different brand,No,1 capsule daily before breakfast
3190,Cetirizine-388,750 mg,Antibiotic,Equivalent composition,No,1 tablet twice daily after meals
3191,Paracetamol-147,750 mg,Anxiety relief,Equivalent composition,Yes,Use as directed by physician
3192,Azithromycin-701,100 mg,Infection treatment,Equivalent composition,No,Half tablet in morning and night
3193,Atorvastatin-474,650 mg,Infection treatment,Generic substitute,Yes,1 capsule daily before breakfast
3194,Omeprazole-364,500 mg,Cold and allergy,Generic substitute,Yes,1 capsule daily before breakfast
3195,Furosemide-541,500 mg,Cholesterol management,Equivalent composition,Yes,Half tablet in morning and night
3196,Ciprofloxacin-852,500 mg,Infection treatment,Alternative formulation,Yes,Take after food once daily
3197,Omeprazole-555,500 mg,Cold and allergy,Alternative formulation,No,1 tablet twice daily after meals
3198,Furosemide-120,500 mg,Cold and allergy,Over-the-counter option,No,1 tablet thrice daily
3199,Losartan-440,750 mg,Inflammation reduction,Alternative formulation,No,Take after food once daily
3200,Clopidogrel-697,250 mg,Cold and allergy,Generic substitute,No,Take after food once daily
3201,Amoxicillin-550,1000 mg,Anxiety relief,Over-the-counter option,No,Half tablet in morning and night
3202,Ibuprofen-377,650 mg,Pain relief,Alternative formulation,Yes,1 capsule daily before breakfast
3203,Azithromycin-968,250 mg,Antibiotic,Over-the-counter option,Yes,Take after food once daily
3204,Cetirizine-761,650 mg,Blood pressure control,Alternate brand,No,Half tablet in morning and night
3205,Levocetirizine-398,250 mg,Fever control,Over-the-counter option,No,Use as directed by physician
3206,Furosemide-273,650 mg,Anxiety relief,Over-the-counter option,No,1 tablet thrice daily
3207,Clopidogrel-243,100 mg,Antibiotic,Alternate brand,No,1 tablet twice daily after meals
3208,Azithromycin-536,750 mg,Cold and allergy,Alternate brand,Yes,1 tablet twice daily after meals
3209,Hydroxyzine-224,650 mg,Stomach acid reduction,Over-the-counter option,No,1 tablet twice daily after meals
3210,Amlodipine-405,250 mg,Fever control,Alternate brand,Yes,Take after food once daily
3211,Metoprolol-447,100 mg,Diabetes control,Equivalent composition,No,1 tablet thrice daily
3212,Diclofenac-139,650 mg,Fever control,Over-the-counter option,No,1 capsule daily before breakfast
3213,Paracetamol-705,100 mg,Inflammation reduction,Equivalent composition,No,Use as directed by physician
3214,Ibuprofen-3262,100 mg,Pain relief,Alternative formulation,No,1 tablet thrice daily
3215,Ranitidine-627,1000 mg,Blood pressure control,Alternate brand,No,1 tablet thrice daily
3216,Metoprolol-829,100 mg,Blood pressure control,Same API different brand,No,1 tablet thrice daily
3217,Ciprofloxacin-486,500 mg,Cold and allergy,Same API different brand,No,1 tablet thrice daily
3218,Omeprazole-999,100 mg,Infection treatment,Over-the-counter option,No,Use as directed by physician
3219,Atorvastatin-853,500 mg,Cold and allergy,Same API different brand,No,Take after food once daily
3220,Hydroxyzine-129,500 mg,Anxiety relief,Over-the-counter option,Yes,Use as directed by physician
3221,Ibuprofen-334,750 mg,Diabetes control,Alternate brand,No,1 tablet twice daily after meals
3222,Metformin-639,500 mg,Antibiotic,Over-the-counter option,No,1 capsule daily before breakfast
3223,Hydroxyzine-963,500 mg,Pain relief,Same API different brand,Yes,1 capsule daily before breakfast
3224,Hydroxyzine-204,250 mg,Fever control,Alternative formulation,No,1 tablet thrice daily
3225,Azithromycin-967,1000 mg,Antibiotic,Alternative formulation,No,Take after food once daily
3226,Azithromycin-157,500 mg,Cholesterol management,Equivalent composition,No,1 tablet twice daily after meals
3227,Azithromycin-886,100 mg,Blood pressure control,Over-the-counter option,No,Use as directed by physician
3228,Amlodipine-590,750 mg,Antibiotic,Alternate brand,Yes,Use as directed by physician
3229,Losartan-236,650 mg,Heartburn treatment,Generic substitute,Yes,Take after food once daily
3230,Ibuprofen-614,250 mg,Blood pressure control,Alternate brand,Yes,1 tablet twice daily after meals
